State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,08-09-2024,4771,4926,4848
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,15-09-2024,4087,4426,4256
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,22-09-2024,3920,4284,4102
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,29-09-2024,1796,1965,1880
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,06-10-2024,1701,1998,1849
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,13-10-2024,1617,1772,1694
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,20-10-2024,2473,2747,2610
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,27-10-2024,4475,4702,4588
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,03-11-2024,3031,3455,3243
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,10-11-2024,1932,2319,2125
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,17-11-2024,1488,1635,1561
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,24-11-2024,2410,2846,2628
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,01-12-2024,4577,4736,4656
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,08-12-2024,4924,5088,5006
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,15-12-2024,3774,3911,3842
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,22-12-2024,3681,3839,3760
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,29-12-2024,4651,5107,4879
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,05-01-2025,1878,2135,2006
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,12-01-2025,2200,2347,2273
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,19-01-2025,5031,5186,5108
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,26-01-2025,4091,4259,4175
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,02-02-2025,3340,3528,3434
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,09-02-2025,4296,4555,4425
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,16-02-2025,1922,2152,2037
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,23-02-2025,3442,3857,3649
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,02-03-2025,4093,4194,4143
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,09-03-2025,3319,3784,3551
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,16-03-2025,1679,2051,1865
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,23-03-2025,3115,3345,3230
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,30-03-2025,2834,2983,2908
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,06-04-2025,2627,2904,2765
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,13-04-2025,4609,4878,4743
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,20-04-2025,4958,5393,5175
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,27-04-2025,3632,3879,3755
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,04-05-2025,1708,1932,1820
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,11-05-2025,3700,3893,3796
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,18-05-2025,2001,2188,2094
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,25-05-2025,4559,4872,4715
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,01-06-2025,2827,3308,3067
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,08-06-2025,2275,2435,2355
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,15-06-2025,3999,4172,4085
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,22-06-2025,3493,3623,3558
Andhra Pradesh,NTR,NTR Mandi,Groundnut,Local,FAQ,29-06-2025,2453,2854,2653
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,01-01-2023,4717,4976,4846
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,08-01-2023,2436,2762,2599
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,15-01-2023,2720,2865,2792
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,22-01-2023,5069,5248,5158
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,29-01-2023,2105,2512,2308
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,05-02-2023,1830,2132,1981
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,12-02-2023,1778,2169,1973
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,19-02-2023,3163,3645,3404
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,26-02-2023,1708,2138,1923
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,05-03-2023,4399,4859,4629
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,12-03-2023,3114,3330,3222
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,19-03-2023,3145,3359,3252
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,26-03-2023,3054,3455,3254
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,02-04-2023,2882,3113,2997
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,09-04-2023,2894,3370,3132
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,16-04-2023,1467,1647,1557
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,23-04-2023,4085,4334,4209
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,30-04-2023,3679,3841,3760
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,07-05-2023,1858,2313,2085
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,14-05-2023,5118,5539,5328
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,21-05-2023,4092,4276,4184
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,28-05-2023,3316,3604,3460
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,04-06-2023,2062,2540,2301
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,11-06-2023,2330,2793,2561
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,18-06-2023,1697,1922,1809
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,25-06-2023,2597,3009,2803
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,02-07-2023,4070,4364,4217
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,09-07-2023,2351,2725,2538
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,16-07-2023,1598,1751,1674
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,23-07-2023,2156,2593,2374
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,30-07-2023,3906,4263,4084
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,06-08-2023,4690,4992,4841
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,13-08-2023,3054,3233,3143
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,20-08-2023,2893,3376,3134
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,27-08-2023,4021,4407,4214
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,03-09-2023,2012,2158,2085
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,10-09-2023,3278,3652,3465
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,17-09-2023,3194,3427,3310
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,24-09-2023,3146,3574,3360
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,01-10-2023,3121,3315,3218
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,08-10-2023,3025,3178,3101
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,15-10-2023,3362,3696,3529
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,22-10-2023,2253,2516,2384
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,29-10-2023,3307,3622,3464
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,05-11-2023,4510,4754,4632
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,12-11-2023,4271,4681,4476
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,19-11-2023,2215,2571,2393
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,26-11-2023,4246,4366,4306
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,03-12-2023,1588,1858,1723
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,10-12-2023,4450,4849,4649
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,17-12-2023,2136,2555,2345
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,24-12-2023,3941,4365,4153
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,31-12-2023,4366,4581,4473
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,07-01-2024,2454,2813,2633
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,14-01-2024,2062,2269,2165
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,21-01-2024,3259,3533,3396
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,28-01-2024,2384,2506,2445
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,04-02-2024,3666,4085,3875
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,11-02-2024,1885,2043,1964
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,18-02-2024,3739,3969,3854
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,25-02-2024,4630,5014,4822
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,03-03-2024,2216,2415,2315
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,10-03-2024,1864,2341,2102
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,17-03-2024,3468,3808,3638
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,24-03-2024,3502,3820,3661
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,31-03-2024,4069,4344,4206
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,07-04-2024,2056,2496,2276
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,14-04-2024,4654,5030,4842
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,21-04-2024,4670,4992,4831
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,28-04-2024,1693,1833,1763
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,05-05-2024,2571,2964,2767
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,12-05-2024,2065,2193,2129
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,19-05-2024,3476,3891,3683
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,26-05-2024,4146,4489,4317
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,02-06-2024,4478,4751,4614
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,09-06-2024,4370,4838,4604
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,16-06-2024,4279,4422,4350
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,23-06-2024,1695,2127,1911
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,30-06-2024,2693,3188,2940
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,07-07-2024,1560,2017,1788
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,14-07-2024,3062,3322,3192
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,21-07-2024,4368,4665,4516
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,28-07-2024,2973,3103,3038
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,04-08-2024,2295,2440,2367
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,11-08-2024,2268,2419,2343
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,18-08-2024,1744,1884,1814
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,25-08-2024,2778,3264,3021
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,01-09-2024,3156,3342,3249
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,08-09-2024,3323,3819,3571
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,15-09-2024,4465,4812,4638
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,22-09-2024,2923,3089,3006
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,29-09-2024,4263,4689,4476
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,06-10-2024,4419,4707,4563
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,13-10-2024,4195,4390,4292
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,20-10-2024,3867,4229,4048
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,27-10-2024,4820,5032,4926
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,03-11-2024,3335,3566,3450
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,10-11-2024,2581,2801,2691
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,17-11-2024,2713,2934,2823
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,24-11-2024,4403,4541,4472
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,01-12-2024,4286,4546,4416
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,08-12-2024,1687,2062,1874
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,15-12-2024,2131,2403,2267
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,22-12-2024,4901,5218,5059
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,29-12-2024,2391,2552,2471
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,05-01-2025,2497,2638,2567
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,12-01-2025,1531,1864,1697
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,19-01-2025,4218,4432,4325
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,26-01-2025,2577,2782,2679
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,02-02-2025,1905,2246,2075
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,09-02-2025,4473,4959,4716
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,16-02-2025,2929,3270,3099
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,23-02-2025,2063,2303,2183
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,02-03-2025,2295,2506,2400
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,09-03-2025,3906,4152,4029
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,16-03-2025,4467,4769,4618
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,23-03-2025,2031,2215,2123
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,30-03-2025,1749,1920,1834
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,06-04-2025,2493,2601,2547
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,13-04-2025,3488,3845,3666
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,20-04-2025,1711,1830,1770
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,27-04-2025,3957,4382,4169
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,04-05-2025,4155,4343,4249
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,11-05-2025,3928,4377,4152
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,18-05-2025,4741,4927,4834
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,25-05-2025,3891,4144,4017
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,01-06-2025,1866,2229,2047
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,08-06-2025,2398,2618,2508
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,15-06-2025,2602,2874,2738
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,22-06-2025,1544,1771,1657
Andhra Pradesh,NTR,NTR Mandi,Cotton,Local,FAQ,29-06-2025,4712,4921,4816
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,01-01-2023,2692,3172,2932
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,08-01-2023,2501,2944,2722
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,15-01-2023,2957,3244,3100
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,22-01-2023,4070,4188,4129
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,29-01-2023,3318,3601,3459
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,05-02-2023,1753,1932,1842
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,12-02-2023,3758,4047,3902
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,19-02-2023,4301,4748,4524
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,26-02-2023,4310,4745,4527
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,05-03-2023,4765,4961,4863
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,12-03-2023,4017,4265,4141
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,19-03-2023,2765,2873,2819
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,26-03-2023,1938,2310,2124
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,02-04-2023,4487,4594,4540
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,09-04-2023,1808,2032,1920
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,16-04-2023,2378,2478,2428
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,23-04-2023,1408,1804,1606
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,30-04-2023,4206,4385,4295
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,07-05-2023,2225,2645,2435
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,14-05-2023,4023,4258,4140
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,21-05-2023,1610,2034,1822
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,28-05-2023,3085,3522,3303
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,04-06-2023,2261,2455,2358
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,11-06-2023,2878,3123,3000
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,18-06-2023,2532,2862,2697
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,25-06-2023,2318,2455,2386
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,02-07-2023,4830,5263,5046
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,09-07-2023,2382,2800,2591
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,16-07-2023,4983,5242,5112
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,23-07-2023,3946,4445,4195
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,30-07-2023,4095,4338,4216
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,06-08-2023,3979,4307,4143
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,13-08-2023,3426,3794,3610
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,20-08-2023,4203,4570,4386
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,27-08-2023,3674,4000,3837
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,03-09-2023,3656,3969,3812
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,10-09-2023,3224,3716,3470
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,17-09-2023,1897,2025,1961
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,24-09-2023,3632,3831,3731
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,01-10-2023,4460,4615,4537
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,08-10-2023,3518,3684,3601
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,15-10-2023,4609,5031,4820
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,22-10-2023,4780,4973,4876
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,29-10-2023,3213,3366,3289
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,05-11-2023,2833,3265,3049
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,12-11-2023,1849,2131,1990
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,19-11-2023,4816,5001,4908
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,26-11-2023,2175,2489,2332
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,03-12-2023,4232,4380,4306
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,10-12-2023,4907,5264,5085
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,17-12-2023,3078,3355,3216
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,24-12-2023,4126,4567,4346
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,31-12-2023,4774,5009,4891
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,07-01-2024,2474,2841,2657
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,14-01-2024,3879,4073,3976
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,21-01-2024,2388,2866,2627
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,28-01-2024,1459,1774,1616
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,04-02-2024,3396,3525,3460
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,11-02-2024,4621,4928,4774
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,18-02-2024,1733,2098,1915
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,25-02-2024,4451,4757,4604
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,03-03-2024,3656,4043,3849
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,10-03-2024,2250,2459,2354
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,17-03-2024,4897,5206,5051
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,24-03-2024,2506,2759,2632
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,31-03-2024,1966,2222,2094
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,07-04-2024,2560,2916,2738
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,14-04-2024,2669,2899,2784
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,21-04-2024,2232,2559,2395
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,28-04-2024,3424,3755,3589
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,05-05-2024,3790,3919,3854
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,12-05-2024,1895,2325,2110
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,19-05-2024,2122,2537,2329
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,26-05-2024,1980,2409,2194
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,02-06-2024,3331,3577,3454
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,09-06-2024,1749,2147,1948
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,16-06-2024,1822,2156,1989
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,23-06-2024,2190,2379,2284
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,30-06-2024,2082,2265,2173
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,07-07-2024,2460,2564,2512
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,14-07-2024,3809,3999,3904
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,21-07-2024,2084,2522,2303
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,28-07-2024,1939,2426,2182
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,04-08-2024,2911,3105,3008
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,11-08-2024,1430,1582,1506
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,18-08-2024,2505,2920,2712
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,25-08-2024,4398,4609,4503
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,01-09-2024,3250,3628,3439
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,08-09-2024,2319,2636,2477
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,15-09-2024,3549,3837,3693
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,22-09-2024,2652,2770,2711
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,29-09-2024,2775,2896,2835
Andhra Pradesh,Nandyal,Nandyal Mandi,Maize,Local,FAQ,06-10-2024,2637,2776,2706
